datetime,datetime,trading_datetime,order_book_id,symbol,side,position_effect,exec_id,tax,commission,last_quantity,last_price,order_id,transaction_cost
2024-04-16 10:18:00,2024-04-16 10:18:00,2024-04-16 10:18:00,000069.XSHE,华侨城A,BUY,OPEN,17754685260106,0.0,5.0,400,2.47,17754685260113,5.0
2024-04-16 10:27:00,2024-04-16 10:27:00,2024-04-16 10:27:00,000069.XSHE,华侨城A,BUY,OPEN,17754685260107,0.0,5.0,400,2.46,17754685260114,5.0
2024-04-16 13:32:00,2024-04-16 13:32:00,2024-04-16 13:32:00,600030.XSHG,中信证券,BUY,OPEN,17754685260108,0.0,5.0,100,17.71,17754685260116,5.0
2024-04-16 14:07:00,2024-04-16 14:07:00,2024-04-16 14:07:00,601318.XSHG,中国平安,BUY,OPEN,17754685260109,0.0,5.0,100,38.33,17754685260117,5.0
2024-04-16 14:37:00,2024-04-16 14:37:00,2024-04-16 14:37:00,600030.XSHG,中信证券,BUY,OPEN,17754685260110,0.0,5.0,100,17.69,17754685260118,5.0
2024-04-16 14:48:00,2024-04-16 14:48:00,2024-04-16 14:48:00,600085.XSHG,同仁堂,BUY,OPEN,17754685260111,0.0,5.0,100,41.08,17754685260119,5.0
2024-04-17 09:38:00,2024-04-17 09:38:00,2024-04-17 09:38:00,600030.XSHG,中信证券,BUY,OPEN,17754685260112,0.0,5.0,100,17.48,17754685260120,5.0
2024-04-17 09:44:00,2024-04-17 09:44:00,2024-04-17 09:44:00,600030.XSHG,中信证券,BUY,OPEN,17754685260113,0.0,5.0,100,17.54,17754685260121,5.0
2024-04-17 09:48:00,2024-04-17 09:48:00,2024-04-17 09:48:00,000069.XSHE,华侨城A,BUY,OPEN,17754685260114,0.0,5.0,400,2.43,17754685260122,5.0
2024-04-17 09:55:00,2024-04-17 09:55:00,2024-04-17 09:55:00,000069.XSHE,华侨城A,BUY,OPEN,17754685260115,0.0,5.0,400,2.42,17754685260123,5.0
2024-04-17 10:09:00,2024-04-17 10:09:00,2024-04-17 10:09:00,000069.XSHE,华侨城A,BUY,OPEN,17754685260116,0.0,5.0,400,2.42,17754685260124,5.0
2024-04-17 10:18:00,2024-04-17 10:18:00,2024-04-17 10:18:00,000069.XSHE,华侨城A,BUY,OPEN,17754685260117,0.0,5.0,400,2.45,17754685260125,5.0
2024-04-17 10:18:00,2024-04-17 10:18:00,2024-04-17 10:18:00,000069.XSHE,华侨城A,SELL,CLOSE,17754685260118,0.12250000000000001,5.0,100,2.45,17754685260126,5.1225
2024-04-17 10:24:00,2024-04-17 10:24:00,2024-04-17 10:24:00,000069.XSHE,华侨城A,SELL,CLOSE,17754685260119,0.6175,5.0,500,2.47,17754685260127,5.6175
2024-04-17 10:39:00,2024-04-17 10:39:00,2024-04-17 10:39:00,300142.XSHE,沃森生物,BUY,OPEN,17754685260120,0.0,5.0,100,14.2,17754685260128,5.0
2024-04-17 10:44:00,2024-04-17 10:44:00,2024-04-17 10:44:00,000069.XSHE,华侨城A,SELL,CLOSE,17754685260121,0.24500000000000002,5.0,200,2.45,17754685260129,5.245
